
============  19-07-25 14:30:26  ==============
07-25 14:30:29.569   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CMGF=0
07-25 14:30:29.569   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.569   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.569   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+VTD=1
07-25 14:30:29.569   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.569   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.569   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRC=1
07-25 14:30:29.569   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.569   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.569   605   617 D use-Rlog/RLOG-RIL: [0] ssda mode: fdd-csfb
07-25 14:30:29.569   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CGPIAF=1
07-25 14:30:29.569   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.569   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.569   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT^DSCI=1
07-25 14:30:29.569   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.569   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.569   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+SPDVTTYPE=1
07-25 14:30:29.569   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.569   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.569   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+SPVIDEOTYPE=3
07-25 14:30:29.579   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.579   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.579   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+SPDVTDCI="000001B000000001B5090000010000000120008440FA282C2090A21F"
07-25 14:30:29.579   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.579   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.579   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+SPDVTTEST=2,650
07-25 14:30:29.579   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.579   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.579   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CEN=1
07-25 14:30:29.579   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.579   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.579   605   617 E use-Rlog/RLOG-RIL: [0] isVoLteEnable =true
07-25 14:30:29.579   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CIREG=2
07-25 14:30:29.579   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.579   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.579   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CIREP=1
07-25 14:30:29.579   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.579   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.579   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CMCCS=2
07-25 14:30:29.579   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.579   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.579   605   617 E use-Rlog/RLOG-RIL: [0] isVoLteEnable =true
07-25 14:30:29.579   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+SPAURC="100110111110000000001000010000111111110001000110"
07-25 14:30:29.579   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.579   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.579   605   617 D use-Rlog/RLOG-RIL: [0] ssda mode: fdd-csfb
07-25 14:30:29.579   605   617 D use-Rlog/RLOG-RIL: [0] isn't svlte
07-25 14:30:29.579   605   617 D use-Rlog/RLOG-RIL: [0] is CSFB 
07-25 14:30:29.579   605   617 D use-Rlog/RLOG-RIL: [0] ro.operator is: 
07-25 14:30:29.579   605   617 D use-Rlog/RLOG-AT: [0] Channel1: AT> at+spcapability=32,1,0
07-25 14:30:29.579   604   609 D RIL-PHS : /dev/stty_lte1 Rev:+SPCAPABILITY: 32,1,0
07-25 14:30:29.579   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.579   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< +SPCAPABILITY: 32,1,0
07-25 14:30:29.579   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.579   605   617 D use-Rlog/RLOG-RIL: [0] ssda mode: fdd-csfb
07-25 14:30:29.579   605   617 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:30:29.749   605   617 D use-Rlog/RLOG-RILC: [0] libril: new ATCI socket connection
07-25 14:30:29.749   605   617 E RIL_SOCKET: New socket command connected and socket request thread started
07-25 14:30:29.749   605   625 I RIL_ATCI_SOCKET: ATCI_SOCKET:Request loop started
07-25 14:30:29.749   605   625 I RIL_ATCI_SOCKET: New request from the dispatch Queue
07-25 14:30:29.749   605   625 I RIL_ATCI_SOCKET: > AT REQUEST socketId: 0. data: AT+VGR=6
07-25 14:30:29.749   605   625 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:30:29.749   605   625 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:30:29.749   605   625 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+VGR=6
07-25 14:30:29.749   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:30:29.749   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:30:29.749   605   625 D RIL_ATCI_SOCKET: Socket id:0
07-25 14:30:29.749   605   625 D RIL_ATCI_SOCKET: Printing socket list
07-25 14:30:29.749   605   625 D RIL_ATCI_SOCKET: SocketName:atci_socket1
07-25 14:30:29.749   223   501 D use-Rlog/RLOG-RILC_ATCI: resp = OK
07-25 14:30:29.749   605   617 E RIL_SOCKET: RIL socket: end of stream
07-25 14:30:29.749   605   617 W RIL_SOCKET: EOS.  Closing command socket.
07-25 14:30:29.749   605   617 E RIL_ATCI_SOCKET: Socket command closed
07-25 14:30:29.749   605   625 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:30:29.929   604   608 D RIL-PHS : /dev/stty_lte0 Rev:+SPERRLOG: 1,0,255,0,1,0,3,"","","00000000000000000000",3,"00000000","00000000"
07-25 14:30:29.929   604   608 D RIL-PHS : /dev/stty_lte0 Rev:+SIND: 0
07-25 14:30:29.929   604   608 D RIL-PHS : /dev/stty_lte0 Rev:+SIND: 10,"SM",0,"FD",0,"LD",0,"MC",0,"RC",0,"ME",0
07-25 14:30:29.929   605   621 D use-Rlog/RLOG-AT: [0] Unsol: AT< +SPERRLOG: 1,0,255,0,1,0,3,"","","00000000000000000000",3,"00000000","00000000"
07-25 14:30:29.929   605   621 D use-Rlog/RLOG-AT: [0] Unsol: AT< +SIND: 0
07-25 14:30:29.929   604   608 D RIL-PHS : /dev/stty_lte0 Rev:+ECIND: 3,6,255
07-25 14:30:29.929   604   608 D RIL-PHS : /dev/stty_lte0 Rev:+ECIND: 3,1,1
07-25 14:30:29.929   605   621 D use-Rlog/RLOG-AT: [0] Unsol: AT< +SIND: 10,"SM",0,"FD",0,"LD",0,"MC",0,"RC",0,"ME",0
07-25 14:30:29.929   605   621 D use-Rlog/RLOG-AT: [0] Unsol: AT< +ECIND: 3,6,255
07-25 14:30:29.929   605   621 D use-Rlog/RLOG-AT: [0] Unsol: AT< +ECIND: 3,1,1
07-25 14:30:29.929   605   621 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_RESPONSE_SIM_STATUS_CHANGED 
07-25 14:30:29.929   604   608 D RIL-PHS : /dev/stty_lte0 Rev:+SPERRLOG: 1,1,255,0,1,0,3,"","","00000000000000000000",3,"00000000","00000000"
07-25 14:30:29.929   604   608 D RIL-PHS : /dev/stty_lte0 Rev:+SIND: 0
07-25 14:30:29.929   604   608 D RIL-PHS : /dev/stty_lte0 Rev:+SIND: 10,"SM",0,"FD",0,"LD",0,"MC",0,"RC",0,"ME",0
07-25 14:30:29.929   605   621 D use-Rlog/RLOG-AT: [0] Unsol: AT< +SPERRLOG: 1,1,255,0,1,0,3,"","","00000000000000000000",3,"00000000","00000000"
07-25 14:30:29.929   605   621 D use-Rlog/RLOG-AT: [0] Unsol: AT< +SIND: 0
07-25 14:30:29.929   605   621 D use-Rlog/RLOG-AT: [0] Unsol: AT< +SIND: 10,"SM",0,"FD",0,"LD",0,"MC",0,"RC",0,"ME",0
07-25 14:30:29.929   604   608 D RIL-PHS : /dev/stty_lte0 Rev:+ECIND: 3,6,255
07-25 14:30:29.929   604   608 D RIL-PHS : /dev/stty_lte0 Rev:+ECIND: 3,1,1
07-25 14:30:29.929   605   621 D use-Rlog/RLOG-AT: [0] Unsol: AT< +ECIND: 3,6,255
07-25 14:30:29.929   605   621 D use-Rlog/RLOG-AT: [0] Unsol: AT< +ECIND: 3,1,1
07-25 14:30:29.929   605   621 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_RESPONSE_SIM_STATUS_CHANGED 
07-25 14:30:42.079   648   648 D TelephonyManager: /proc/cmdline=earlycon=sprd_serial,0x70100000,115200n8 console=ttyS1,115200n8 loglevel=1 init=/init root=/dev/ram0 rw androidboot.hardware=sp9820e_1h10 lcd_id=ID1800 lcd_base=8fc1f000 lcd_size=360x320   sysdump_magic=85500000 modem=shutdown ltemode=lcsfb rfboard.id=-1 rfhw.id=1 crystal=3 32k.less=0  androidboot.verifiedbootstate=green androidboot.flash.locked=1  androidboot.serialno=P19006700034
07-25 14:31:27.679   223   501 D use-Rlog/RLOG-RILC_ATCI: > AT Command 'AT+VGR=5'. phoneId = 0.
07-25 14:31:27.689   605   617 D use-Rlog/RLOG-RILC: [0] libril: new ATCI socket connection
07-25 14:31:27.689   605   617 E RIL_SOCKET: New socket command connected and socket request thread started
07-25 14:31:27.689   605   795 I RIL_ATCI_SOCKET: ATCI_SOCKET:Request loop started
07-25 14:31:27.689   605   795 I RIL_ATCI_SOCKET: New request from the dispatch Queue
07-25 14:31:27.689   605   795 I RIL_ATCI_SOCKET: > AT REQUEST socketId: 0. data: AT+VGR=5
07-25 14:31:27.699   605   795 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:31:27.699   605   795 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:31:27.699   605   795 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+VGR=5
07-25 14:31:27.709   604   609 D RIL-PHS : /dev/stty_lte1 Rev:OK
07-25 14:31:27.709   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
07-25 14:31:27.709   605   795 D RIL_ATCI_SOCKET: Socket id:0
07-25 14:31:27.709   605   795 D RIL_ATCI_SOCKET: Printing socket list
07-25 14:31:27.709   605   795 D RIL_ATCI_SOCKET: SocketName:atci_socket1
07-25 14:31:27.709   605   795 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
07-25 14:31:27.709   223   501 D use-Rlog/RLOG-RILC_ATCI: resp = OK
07-25 14:31:27.709   605   617 E RIL_SOCKET: RIL socket: end of stream
07-25 14:31:27.709   605   617 W RIL_SOCKET: EOS.  Closing command socket.
07-25 14:31:27.709   605   617 E RIL_ATCI_SOCKET: Socket command closed
07-25 14:31:27.949   798   798 D TelephonyManager: No /proc/cmdline exception=java.io.FileNotFoundException: /proc/cmdline: open failed: EACCES (Permission denied)
07-25 14:31:27.949   798   798 D TelephonyManager: /proc/cmdline=
07-25 14:31:28.049   816   816 D TelephonyManager: No /proc/cmdline exception=java.io.FileNotFoundException: /proc/cmdline: open failed: EACCES (Permission denied)
07-25 14:31:28.049   816   816 D TelephonyManager: /proc/cmdline=
07-25 14:31:30.769   845   845 D TelephonyManager: No /proc/cmdline exception=java.io.FileNotFoundException: /proc/cmdline: open failed: EACCES (Permission denied)
07-25 14:31:30.769   845   845 D TelephonyManager: /proc/cmdline=
07-25 14:31:30.899   859   859 D TelephonyManager: /proc/cmdline=earlycon=sprd_serial,0x70100000,115200n8 console=ttyS1,115200n8 loglevel=1 init=/init root=/dev/ram0 rw androidboot.hardware=sp9820e_1h10 lcd_id=ID1800 lcd_base=8fc1f000 lcd_size=360x320   sysdump_magic=85500000 modem=shutdown ltemode=lcsfb rfboard.id=-1 rfhw.id=1 crystal=3 32k.less=0  androidboot.verifiedbootstate=green androidboot.flash.locked=1  androidboot.serialno=P19006700034
07-25 14:31:31.199   859   859 D TelephonyManager: getLteOnCdmaMode=0 curVal=-1 product_type='' lteOnCdmaProductType=''
07-25 14:31:31.199   859   859 I PhoneFactory: Cdma Subscription set to 1
07-25 14:31:31.329   859   859 I PhoneFactory: CpProduct is CpSupportUtils={cpName = l, cpPhone = 1, cpEnable = true, cpExternalDevice = false}
07-25 14:31:31.329   859   859 I PhoneFactory: socket name is rild
07-25 14:31:31.379   859   859 D RILJ    : [0]RIL(context, preferredNetworkType=0 cdmaSubscription=1)
07-25 14:31:31.399   859   859 D RILJ    : [0]Starting RILReceiver
07-25 14:31:31.409   859   859 D UiccController: [0]Creating UiccController
07-25 14:31:31.409   859   859 I PhoneFactory: Creating VoltePhone
07-25 14:31:31.419   859   932 I RILJ    : Connected to 'rild' socket
07-25 14:31:31.419   605   617 I use-Rlog/RLOG-RILC: [0] libril: new connection
07-25 14:31:31.419   605   617 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_RIL_CONNECTED {11}
07-25 14:31:31.419   605   617 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_RESPONSE_RADIO_STATE_CHANGED  {RADIO_OFF}
07-25 14:31:31.419   605   617 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_RESPONSE_SIM_STATUS_CHANGED 
07-25 14:31:31.419   859   932 D RILJ    : [0][UNSL]< [0]UNSOL_RIL_CONNECTED {11}
07-25 14:31:31.419   605   617 I use-Rlog/RLOG-RILC: [0] RIL Daemon version: android reference-ril 1.0
07-25 14:31:31.499   859   932 D RILJ    : [0][3648]> RADIO_POWER off
07-25 14:31:31.509   859   932 D RILJ    : [0]setCellInfoListRate: 2147483647
07-25 14:31:31.509   859   932 D RILJ    : [0][3649]> RIL_REQUEST_SET_CELL_INFO_LIST_RATE
07-25 14:31:31.509   605   617 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:31:31.509   605   617 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:31:31.509   605   617 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:31:31.519   859   932 D RILJ    : [0][UNSL]< [0]UNSOL_RESPONSE_RADIO_STATE_CHANGED RADIO_OFF
07-25 14:31:31.519   605   617 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:31:31.519   605   617 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
07-25 14:31:31.519   605   617 I use-Rlog/RLOG-RILC: [0] PCC  alloc one command p_record
07-25 14:31:31.519   605   941 D use-Rlog/RLOG-RILC: [0] PCB request code 23 token 0
07-25 14:31:31.519   605   941 D use-Rlog/RLOG-RILC: [0] [0000]> RADIO_POWER (0,1,1)
07-25 14:31:31.519   605   941 D use-Rlog/RLOG-RIL: [0] onRequest: RADIO_POWER sState=0
07-25 14:31:31.519   605   941 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
07-25 14:31:31.519   605   941 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
07-25 14:31:31.519   605   941 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CPIN?
07-25 14:31:31.519   604   609 D RIL-PHS : /dev/stty_lte1 Rev:+CME ERROR: 10
07-25 14:31:31.519   605   621 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CME ERROR: 10
07-25 14:31:31.519   605   941 D use-Rlog/RLOG-RIL: [0] setHasSim hasSim = 0
07-25 14:31:31.519   605   941 D use-Rlog/RLOG-RIL: [0] setHasSim hasSim = 0
07-25 14:31:31.519   859   932 D RILJ    : [0][3650]> SCREEN_STATE: true
07-25 14:31:31.519   605   941 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+SFUN=5
07-25 14:31:31.519   605   938 D use-Rlog/RLOG-RILC: [0] PCB request code 110 token 1
07-25 14:31:31.519   605   938 D use-Rlog/RLOG-RILC: [0] [0001]> SET_UNSOL_CELL_INFO_LIST_RATE (2147483647)
07-25 14:31:31.519   605   938 D use-Rlog/RLOG-RIL: [0] onRequest: SET_UNSOL_CELL_INFO_LIST_RATE sState=0
07-25 14:31:31.519   605   938 D use-Rlog/RLOG-RILC: [0] [0001]< SET_UNSOL_CELL_INFO_LIST_RATE fails by E_RADIO_NOT_AVAILABLE
07-25 14:31:31.519   605   938 I use-Rlog/RLOG-RILC: [0] -->CommandThread [938] free one command
