
============  19-07-25 14:40:04  ==============
07-25 14:40:11.939   624   640 I am_proc_start: [0,782,10009,android.process.media,broadcast,com.android.providers.media/.MtpReceiver]
07-25 14:40:11.939   624   624 I configuration_changed: 512
07-25 14:40:11.949   624   682 I am_proc_bound: [0,782,android.process.media]
07-25 14:40:11.969   624   624 I am_create_service: [0,1099952608,.ImageWallpaper,10017,689]
07-25 14:40:12.049   624   682 I am_fork_process_time: [0,Fork .smspush takes: 8ms]
07-25 14:40:12.049   624   682 I am_proc_start: [0,803,10002,com.android.smspush,service,com.android.smspush/.WapPushManager]
07-25 14:40:12.059   624   635 I am_proc_bound: [0,803,com.android.smspush]
07-25 14:40:12.059   624   635 I am_create_service: [0,1101181272,.WapPushManager,10002,803]
07-25 14:40:12.149   624   624 I am_create_service: [0,1101641712,.FusedLocationService,1000,624]
07-25 14:40:12.149   624   624 I am_create_service: [0,1101532240,.GeofenceHardwareService,1000,624]
07-25 14:40:12.179   624   624 I am_fork_process_time: [0,Fork .validator takes: 9ms]
07-25 14:40:12.179   624   624 I am_proc_start: [0,825,1000,com.spreadst.validator,added application,com.spreadst.validator]
07-25 14:40:12.189   624   624 I am_fork_process_time: [0,Fork .modemassert takes: 8ms]
07-25 14:40:12.189   624   624 I am_proc_start: [0,834,10003,com.android.modemassert,added application,com.android.modemassert]
07-25 14:40:12.209   624   624 I wm_stack_created: [1,0,6,100]
07-25 14:40:12.209   624   624 I am_create_task: [0,1]
07-25 14:40:12.209   624   624 I am_create_activity: [0,1102314496,1,android/com.android.internal.app.ResolverActivity,android.intent.action.MAIN,NULL,NULL,276824064]
07-25 14:40:12.209   624   624 I wm_task_created: [1,1]
07-25 14:40:12.209   624   624 I wm_task_moved: [1,1,0]
07-25 14:40:12.209   624   624 I wm_home_stack_moved: 0
07-25 14:40:12.209   624   686 I backup_data_changed: android
07-25 14:40:12.209   624   686 I backup_data_changed: android
07-25 14:40:12.219   624   624 I am_fork_process_time: [0,Fork android takes: 10ms]
07-25 14:40:12.219   624   624 I am_proc_start: [0,852,1000,system:ui,activity,android/com.android.internal.app.ResolverActivity]
07-25 14:40:12.239   624   635 I am_proc_bound: [0,834,com.android.modemassert]
07-25 14:40:12.239   624   682 I am_proc_bound: [0,825,com.spreadst.validator]
07-25 14:40:12.259   624   854 I am_create_service: [0,1101926048,.TelephonyDebugService,1001,704]
07-25 14:40:12.269   624   864 I free_storage_left: [2664894464,77246464,96845824]
07-25 14:40:12.269   624   864 I free_storage_changed: 2664894464
07-25 14:40:12.289   624   635 I am_create_service: [0,1102582600,.BluetoothPhoneService,1001,704]
07-25 14:40:12.299   624   854 I am_proc_bound: [0,852,system:ui]
07-25 14:40:12.309   624   854 I am_restart_activity: [0,1102314496,1,android/com.android.internal.app.ResolverActivity]
07-25 14:40:12.319   624   636 I am_fork_process_time: [0,Fork .contacts takes: 15ms]
07-25 14:40:12.319   624   636 I am_proc_start: [0,870,10010,android.process.acore,content provider,com.android.providers.contacts/.CallLogProvider]
07-25 14:40:12.389   624   869 I am_proc_bound: [0,870,android.process.acore]
07-25 14:40:12.459   624   682 I am_fork_process_time: [0,Fork .dialer takes: 10ms]
07-25 14:40:12.459   624   682 I am_proc_start: [0,894,10013,com.android.incallui,service,com.android.dialer/com.sprd.incallui.VideoCallHandlerService]
07-25 14:40:12.489   624   624 I force_gc: Binder
07-25 14:40:12.499   624   682 I am_proc_bound: [0,894,com.android.incallui]
07-25 14:40:12.509   624   682 I am_create_service: [0,1102885632,.VideoCallHandlerService,10013,894]
07-25 14:40:12.509   624   682 I am_create_service: [0,1102899984,.CallHandlerService,10013,894]
07-25 14:40:12.509   624   854 I am_create_service: [0,1102955152,.RadioInteractorService,1001,704]
07-25 14:40:12.589   624   686 I backup_data_changed: android
07-25 14:40:12.589   624   686 I backup_data_changed: android
07-25 14:40:12.589   624   686 I backup_data_changed: android
07-25 14:40:12.599   624   907 I am_create_service: [0,1099107960,.MediaScannerService,10009,782]
07-25 14:40:12.689   852   852 I am_on_create_time: [0,.ResolverActivity onCreate() takes: 213ms]
07-25 14:40:12.689   852   852 I am_on_resume_called: [0,com.android.internal.app.ResolverActivity]
07-25 14:40:12.689   852   852 I am_on_resume_time: [0,.ResolverActivity onResume() takes: 0ms]
07-25 14:40:12.699   704   704 I gsm_service_state_change: [1,1,3,3]
07-25 14:40:12.739   624   854 I am_create_service: [0,1100864936,.SyncSimAccountsWatchdog,10010,870]
07-25 14:40:12.739   624   907 I am_create_service: [0,1101047728,.DownloadService,10009,782]
07-25 14:40:12.949   624   639 I am_activity_launch_time: [0,1102314496,android/com.android.internal.app.ResolverActivity,743,743]
07-25 14:40:12.989   624   854 I am_fork_process_time: [0,Fork .settings takes: 6ms]
07-25 14:40:12.989   624   854 I am_proc_start: [0,935,1000,com.android.settings,broadcast,com.android.settings/com.sprd.settings.SprdUsbReceiver]
07-25 14:40:12.999   624   636 I boot_progress_enable_screen: 10824
07-25 14:40:13.009   624   636 I am_proc_bound: [0,935,com.android.settings]
07-25 14:40:13.049   624   854 I notification_cancel_all: [com.android.providers.downloads,0,0,64]
07-25 14:40:13.089   216   216 I sf_frame_dur: [BootAnimation,0,74,50,0,0,0,0]
07-25 14:40:13.189   624   869 I am_destroy_service: [0,1101047728,782]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,5,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,6,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,6,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,16,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,16,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,6,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,16,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,6,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.dialer,1,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.309   624   624 I notification_cancel: [com.android.phone,7,NULL,0,0,64]
07-25 14:40:13.399   624   869 I am_create_service: [0,1100279136,.ImsService,1001,704]
07-25 14:40:13.419   624   869 I am_fork_process_time: [0,Fork .dialer takes: 14ms]
07-25 14:40:13.419   624   869 I am_proc_start: [0,969,10013,com.android.dialer,broadcast,com.android.dialer/com.sprd.dialer.calllog.FdnUpdateReceiver]
07-25 14:40:13.429   624   636 I am_fork_process_time: [0,Fork .vowifi takes: 11ms]
07-25 14:40:13.429   624   636 I am_proc_start: [0,982,1000,com.spreadtrum.vowifi,service,com.spreadtrum.vowifi/.service.VoWifiSerService]
07-25 14:40:13.439   624   869 I am_proc_bound: [0,969,com.android.dialer]
07-25 14:40:13.459   624   636 I am_proc_bound: [0,982,com.spreadtrum.vowifi]
07-25 14:40:13.459   624   636 I am_create_service: [0,1101746064,.VoWifiSerService,1000,982]
07-25 14:40:13.459   624   636 I am_create_service: [0,1099945976,.RegisterService,1000,982]
07-25 14:40:13.459   624   636 I am_create_service: [0,1102870712,.SecurityService,1000,982]
07-25 14:40:13.639   624   869 I am_fork_process_time: [0,Fork .launcher takes: 10ms]
07-25 14:40:13.639   624   869 I am_proc_start: [0,1000,1000,com.toycloud.watch.launcher,broadcast,com.toycloud.watch.launcher/com.launcher.taoyunwatch.receiver.SimStateReceive]
07-25 14:40:13.659   624   869 I am_proc_bound: [0,1000,com.toycloud.watch.launcher]
07-25 14:40:13.679   704   704 I gsm_service_state_change: [3,3,1,1]
07-25 14:40:13.679   704   704 I gsm_rat_switched_new: [0,0,1]
07-25 14:40:13.709   624   624 I notification_cancel: [com.android.phone,16,NULL,0,0,64]
07-25 14:40:13.709   624   624 I notification_cancel: [com.android.phone,6,NULL,0,0,64]
07-25 14:40:13.999   704   704 I gsm_rat_switched_new: [23092384,1,11]
07-25 14:40:14.049   624   624 I notification_cancel: [com.android.phone,16,NULL,0,0,64]
07-25 14:40:14.049   624   624 I notification_cancel: [com.android.phone,6,NULL,0,0,64]
07-25 14:40:14.139   624   636 I am_create_service: [0,1098856264,.AppService,1000,1000]
07-25 14:40:14.309   624   869 I am_create_service: [0,1099650232,.SmsService,1000,982]
07-25 14:40:14.639   624   636 I am_create_service: [0,1101359752,.APSService,1000,1000]
07-25 14:40:25.639   624   669 I netstats_mobile_sample: [0,0,0,0,0,0,0,0,0,0,0,0,-1]
07-25 14:40:25.649   624   669 I netstats_wifi_sample: [0,0,0,0,0,0,0,0,0,0,0,0,-1]
07-25 14:40:25.709   624   669 I netstats_mobile_sample: [0,0,0,0,0,0,0,0,0,0,0,0,-1]
07-25 14:40:25.709   624   669 I netstats_wifi_sample: [0,0,0,0,0,0,0,0,0,0,0,0,-1]
07-25 14:40:29.179   624   636 I am_fork_process_time: [0,Fork .cellbroadcastreceiver takes: 10ms]
07-25 14:40:29.179   624   636 I am_proc_start: [0,1099,10007,com.android.cellbroadcastreceiver,broadcast,com.android.cellbroadcastreceiver/.CellBroadcastReceiver]
07-25 14:40:29.179   624   636 I am_proc_bound: [0,1099,com.android.cellbroadcastreceiver]
07-25 14:40:29.229   624   636 I am_create_service: [0,1100490456,.CallLogNotificationsService,10013,969]
07-25 14:40:29.319   624   624 I notification_cancel: [com.android.dialer,1,DefaultVoicemailNotifier,0,0,64]
07-25 14:40:29.319   624   636 I am_destroy_service: [0,1100490456,969]
07-25 14:40:29.369   624   636 I am_fork_process_time: [0,Fork .toycloudassistant takes: 10ms]
07-25 14:40:29.369   624   636 I am_proc_start: [0,1126,1000,com.toycloud.toycloudassistant,broadcast,com.toycloud.toycloudassistant/.ClockBroadcastReceiver]
07-25 14:40:29.429   624   636 I am_proc_bound: [0,1126,com.toycloud.toycloudassistant]
07-25 14:40:29.629   624   636 I am_create_service: [0,1101068184,.DownloadService,10009,782]
07-25 14:40:29.629   624   636 I notification_cancel_all: [com.android.providers.downloads,0,0,64]
07-25 14:40:29.639   624   636 I am_destroy_service: [0,1101068184,782]
07-25 14:40:29.639   624   636 I am_fork_process_time: [0,Fork .engineermode takes: 5ms]
07-25 14:40:29.649   624   636 I am_proc_start: [0,1167,1000,com.sprd.engineermode,broadcast,com.sprd.engineermode/.debuglog.DebugLogFragment$APRReceiver]
07-25 14:40:29.649   624   636 I am_proc_bound: [0,1167,com.sprd.engineermode]
07-25 14:40:29.759   624   907 I am_create_service: [0,1101117184,.APRService,1000,1167]
07-25 14:40:30.299   624   658 I power_sleep_requested: 0
07-25 14:40:30.489   624   624 I power_screen_broadcast_send: 1
07-25 14:40:30.489   624   624 I power_screen_state: [1,0,0,0]
07-25 14:40:30.489   624   624 I screen_toggled: 1
07-25 14:40:30.549   624   624 I power_screen_broadcast_done: [1,61,1]
07-25 14:40:30.549   624   624 I power_screen_broadcast_send: 1
07-25 14:40:30.549   624   624 I power_screen_state: [0,3,0,0]
07-25 14:40:30.559   624   624 I screen_toggled: 0
07-25 14:40:30.559   624   624 I am_pause_activity: [0,1102314496,android/com.android.internal.app.ResolverActivity]
07-25 14:40:30.559   852   852 I am_on_paused_called: [0,com.android.internal.app.ResolverActivity]
07-25 14:40:30.559   852   852 I am_on_pause_time: [0,.ResolverActivity onPause() takes: 0ms]
07-25 14:40:30.559   624   869 I am_finish_activity: [0,1102314496,1,android/com.android.internal.app.ResolverActivity,app-request]
07-25 14:40:30.689   624   624 I power_screen_broadcast_done: [0,143,1]
07-25 14:40:39.389   624   686 I backup_data_changed: android
07-25 14:40:39.389   624   686 I backup_data_changed: android
07-25 14:40:41.409   624   624 I notification_enqueue: [android,17302981,NULL,-1,Notification(pri=0 contentView=android/0x1090066 vibrate=null sound=null defaults=0x0 flags=0x10 kind=[null])]
07-25 14:40:41.409   624   676 I connectivity_state_changed: [1,0,0]
07-25 14:40:41.429   624   669 I netstats_mobile_sample: [0,0,0,0,0,0,0,0,0,0,0,0,-1]
07-25 14:40:41.429   624   669 I netstats_wifi_sample: [0,0,0,0,0,0,0,0,0,0,0,0,-1]
07-25 14:40:44.759   624   640 I am_create_service: [0,1101461992,.MscService,1000,1126]
07-25 14:40:44.959   624   640 I notification_enqueue: [com.toycloud.toycloudassistant,110,NULL,0,Notification(pri=0 contentView=com.toycloud.toycloudassistant/0x1090066 vibrate=null sound=null defaults=0x0 flags=0x40 kind=[null])]
07-25 14:40:45.009   624   636 I am_create_service: [0,1101649792,.SystemStatusService,1000,1126]
07-25 14:41:00.199   624   907 I am_create_service: [0,1099723576,.SlogService,1000,1167]
07-25 14:41:00.219   624   907 I am_destroy_service: [0,1099723576,1167]
07-25 14:41:00.249   624   907 I am_fork_process_time: [0,Fork .deskclock takes: 6ms]
07-25 14:41:00.249   624   907 I am_proc_start: [0,1224,1000,com.toycloud.watch.deskclock,broadcast,com.toycloud.watch.deskclock/com.android.deskclock.AlarmInitReceiver]
07-25 14:41:00.259   624   907 I am_proc_bound: [0,1224,com.toycloud.watch.deskclock]
07-25 14:41:00.489   624   624 I notification_cancel: [com.toycloud.watch.deskclock,1,NULL,0,0,0]
07-25 14:41:00.489   624   907 I notification_enqueue: [com.toycloud.watch.deskclock,1,NULL,0,Notification(pri=1 contentView=com.toycloud.watch.deskclock/0x1090066 vibrate=null sound=null defaults=0x0 flags=0x2 kind=[null] 1 action)]
07-25 14:41:00.519   624   636 I am_create_service: [0,1102030960,.AlarmService,1000,1224]
07-25 14:41:00.519   624   636 I am_destroy_service: [0,1102030960,1224]
07-25 14:41:00.559   624   624 I notification_cancel: [com.toycloud.watch.deskclock,2,NULL,0,0,0]
07-25 14:41:00.559   624   636 I notification_enqueue: [com.toycloud.watch.deskclock,2,NULL,0,Notification(pri=1 contentView=com.toycloud.watch.deskclock/0x1090066 vibrate=null sound=null defaults=0x0 flags=0x0 kind=[null])]
07-25 14:41:00.609   624   682 I am_create_service: [0,1101059440,.PushService,1000,1000]
07-25 14:41:00.639   624   624 I notification_cancel: [com.toycloud.watch.deskclock,2,NULL,0,0,0]
07-25 14:41:00.739   624   624 I notification_cancel: [com.toycloud.watch.deskclock,2,NULL,0,0,0]
07-25 14:41:00.739   624   907 I notification_enqueue: [com.toycloud.watch.deskclock,2,NULL,0,Notification(pri=1 contentView=com.toycloud.watch.deskclock/0x1090066 vibrate=null sound=null defaults=0x0 flags=0x0 kind=[null])]
07-25 14:41:10.309   624   686 I backup_data_changed: android
07-25 14:41:10.309   624   686 I backup_data_changed: android
07-25 14:41:15.619   624   640 I am_create_service: [0,1100928008,.AlarmService,1000,1224]
07-25 14:41:15.619   624   682 I am_destroy_service: [0,1100928008,1224]
07-25 14:41:15.629   624   682 I am_fork_process_time: [0,Fork .launcher takes: 11ms]
07-25 14:41:15.629   624   682 I am_proc_start: [0,1272,1000,com.toycloud.watch.launcher:core,broadcast,com.toycloud.watch.launcher/com.netease.nimlib.service.NimReceiver]
07-25 14:41:15.639   624   907 I am_proc_bound: [0,1272,com.toycloud.watch.launcher:core]
07-25 14:41:15.779   624   907 I am_fork_process_time: [0,Fork .latin takes: 10ms]
07-25 14:41:15.779   624   907 I am_proc_start: [0,1293,10019,com.android.inputmethod.latin,broadcast,com.android.inputmethod.latin/.setup.LauncherIconVisibilityManager]
07-25 14:41:15.779   624   907 I am_proc_bound: [0,1293,com.android.inputmethod.latin]
07-25 14:41:15.889   624   907 I am_proc_died: [0,1293,com.android.inputmethod.latin]
07-25 14:41:15.889   624   907 I am_broadcast_discard_app: [0,1102306272,android.intent.action.BOOT_COMPLETED,31,ResolveInfo{41bbb200 com.android.inputmethod.latin/.setup.LauncherIconVisibilityManager m=0x108000}]
07-25 14:41:15.919   624   682 I am_create_service: [0,1102744744,.ScreenService,10017,689]
07-25 14:41:15.969   624   670 I netstats_mobile_sample: [0,0,0,0,0,0,0,0,0,0,0,0,-1]
07-25 14:41:15.969   624   670 I netstats_wifi_sample: [0,0,0,0,0,0,0,0,0,0,0,0,-1]
07-25 14:42:00.030   624   907 I am_create_service: [0,1106923992,.AlarmService,1000,1224]
07-25 14:42:00.030   624   907 I am_destroy_service: [0,1106923992,1224]
07-25 14:42:00.130   624   624 I notification_cancel: [com.toycloud.watch.deskclock,1,NULL,0,0,0]
07-25 14:42:00.130   624   682 I notification_enqueue: [com.toycloud.watch.deskclock,1,NULL,0,Notification(pri=1 contentView=com.toycloud.watch.deskclock/0x1090066 vibrate=null sound=null defaults=0x0 flags=0x0 kind=[null])]
07-25 14:42:00.160   624   907 I am_create_service: [0,1106998592,.AlarmService,1000,1224]
07-25 14:42:00.160   624   907 I am_destroy_service: [0,1106998592,1224]
07-25 14:42:00.160   624   624 I notification_cancel: [com.toycloud.watch.deskclock,2,NULL,0,0,0]
07-25 14:42:00.230   624   686 I backup_data_changed: com.android.providers.settings
07-25 14:42:00.230   624   907 I am_create_service: [0,1107051312,.AlarmService,1000,1224]
07-25 14:42:00.240   624   907 I am_destroy_service: [0,1107051312,1224]
07-25 14:42:00.250   624   624 I notification_cancel: [com.toycloud.watch.deskclock,2,NULL,0,0,0]
07-25 14:42:00.250   624   682 I notification_enqueue: [com.toycloud.watch.deskclock,2,NULL,0,Notification(pri=1 contentView=com.toycloud.watch.deskclock/0x1090066 vibrate=null sound=null defaults=0x0 flags=0x0 kind=[null])]
07-25 14:42:00.340   624   682 I am_create_service: [0,1107168088,.AlarmService,1000,1224]
07-25 14:42:00.350   624   682 I force_gc: Binder
07-25 14:42:00.360   624   854 I am_create_task: [0,2]
07-25 14:42:00.360   624   854 I am_create_activity: [0,1107184464,2,com.toycloud.watch.deskclock/com.android.deskclock.alarms.AlarmActivity,fullscreen_activity,NULL,content://com.android.deskclock.longcos/instances/1,277086208]
07-25 14:42:00.360   624   854 I wm_task_created: [2,1]
07-25 14:42:00.360   624   854 I wm_task_moved: [2,1,1]
07-25 14:42:00.360   624   854 I wm_home_stack_moved: 0
07-25 14:42:00.360   624   854 I am_restart_activity: [0,1107184464,2,com.toycloud.watch.deskclock/com.android.deskclock.alarms.AlarmActivity]
07-25 14:42:00.360   624   854 I am_pause_activity: [0,1107184464,com.toycloud.watch.deskclock/com.android.deskclock.alarms.AlarmActivity]
07-25 14:42:00.470   624   686 I backup_data_changed: com.android.providers.settings
07-25 14:42:00.870   624   640 I am_destroy_activity: [0,1102314496,1,android/com.android.internal.app.ResolverActivity,finish-idle]
07-25 14:42:00.870   216   216 I sf_frame_dur: [android/com.android.internal.app.ResolverActivity,17,0,3,0,0,1,0]
07-25 14:42:00.880  1224  1224 I am_on_create_time: [0,.AlarmActivity onCreate() takes: 399ms]
07-25 14:42:00.880   624   854 I wm_task_removed: [1,removeTask]
07-25 14:42:00.880   624   854 I wm_task_removed: [1,removeAppToken: last token]
07-25 14:42:00.900  1224  1224 I am_on_resume_called: [0,com.android.deskclock.alarms.AlarmActivity]
07-25 14:42:00.900  1224  1224 I am_on_resume_time: [0,.AlarmActivity onResume() takes: 18ms]
07-25 14:42:00.900   624   686 I backup_data_changed: com.android.providers.settings
07-25 14:42:00.910  1224  1224 I am_on_paused_called: [0,com.android.deskclock.alarms.AlarmActivity]
07-25 14:42:00.910  1224  1224 I am_on_pause_time: [0,.AlarmActivity onPause() takes: 1ms]
07-25 14:42:00.910   624   907 I am_failed_to_pause: [0,1107184464,com.toycloud.watch.deskclock/com.android.deskclock.alarms.AlarmActivity,(none)]
07-25 14:42:01.010   624   639 I am_activity_launch_time: [0,1107184464,com.toycloud.watch.deskclock/com.android.deskclock.alarms.AlarmActivity,642,645]
07-25 14:42:01.010   624   624 I power_screen_broadcast_send: 1
07-25 14:42:01.010   624   624 I power_screen_state: [1,0,0,0]
07-25 14:42:01.020   624   624 I screen_toggled: 1
07-25 14:42:01.230   624   636 I dvm_lock_sample: [system_server,0,Binder_2,197,WindowManagerService.java,7024,WindowAnimator.java,96,39]
07-25 14:42:01.240   624   624 I am_resume_activity: [0,1107184464,2,com.toycloud.watch.deskclock/com.android.deskclock.alarms.AlarmActivity]
07-25 14:42:01.260   624   907 I dvm_lock_sample: [system_server,1,Binder_7,221,ActivityManagerService.java,14479,-,8983,44]
07-25 14:42:01.340   624   624 I power_screen_broadcast_done: [1,330,1]
07-25 14:42:01.430  1224  1224 I am_on_resume_called: [0,com.android.deskclock.alarms.AlarmActivity]
07-25 14:42:01.430  1224  1224 I am_on_resume_time: [0,.AlarmActivity onResume() takes: 1ms]
07-25 14:42:23.670   624   624 I notification_cancel: [com.toycloud.watch.deskclock,1,NULL,0,0,0]
07-25 14:42:23.720   624   907 I am_finish_activity: [0,1107184464,2,com.toycloud.watch.deskclock/com.android.deskclock.alarms.AlarmActivity,app-request]
07-25 14:42:23.720   624   907 I am_pause_activity: [0,1107184464,com.toycloud.watch.deskclock/com.android.deskclock.alarms.AlarmActivity]
07-25 14:42:23.720   624   907 I am_destroy_service: [0,1107168088,1224]
07-25 14:42:23.740  1224  1224 I am_on_paused_called: [0,com.android.deskclock.alarms.AlarmActivity]
07-25 14:42:23.740  1224  1224 I am_on_pause_time: [0,.AlarmActivity onPause() takes: 0ms]
07-25 14:42:23.760   624   686 I backup_data_changed: android
07-25 14:42:23.760   624   686 I backup_data_changed: android
07-25 14:42:23.760   624   907 I am_create_task: [0,3]
